strain	date	clade_membership	country	geoloc_9cat	region	sequenced_by_2cat	virus	accession	division	CLF_A_EXPOSURE	CONF_A_EXPOSURE
MT451158	2020-03-21		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451520	2020-03-31		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451830	2020-04-11		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451816	2020-04-02		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451315	2020-03-27		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451375	2020-03-25		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451286	2020-03-25		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451627	2020-04-06		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451801	2020-04-01		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451772	2020-04-08		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451753	2020-04-07		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451771	2020-04-08		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451754	2020-04-07		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451447	2020-03-28		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451781	2020-04-09		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451832	2020-04-11		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451186	2020-03-23		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451436	2020-03-26		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451713	2020-04-03		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451285	2020-03-25		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451628	2020-04-06		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451423	2020-03-28		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451712	2020-04-03		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451433	2020-03-29		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451435	2020-03-25		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451168	2020-03-22		Australia	Oceania	Oceania	External	ncov		Victoria		
MT434757	2020-04-21		India	Asia	Asia	External	ncov				
MT434759	2020-04-17		India	Asia	Asia	External	ncov				
MT434760	2020-04-17		India	Asia	Asia	External	ncov				
MT396245	2020-04-10		India	Asia	Asia	External	ncov				
MT396246	2020-04-10		India	Asia	Asia	External	ncov				
MT396244	2020-04-14		India	Asia	Asia	External	ncov				
MT396248	2020-04-14		India	Asia	Asia	External	ncov				
MT459985	2020-03-26		Guam	South America	South America	External	ncov				
MT451172	2020-03-22		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451148	2020-03-21		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451090	2020-03-19		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451135	2020-03-21		Australia	Oceania	Oceania	External	ncov		Victoria		
MT252692	2020-03-11		USA	WA	North America	External	ncov		Washington		
MT451889	2020-04-26		India	Asia	Asia	External	ncov		Ahmedabad		
MT451890	2020-04-26		India	Asia	Asia	External	ncov		Ahmedabad		
MT415322	2020-03-16		India	Asia	Asia	External	ncov				
MT451792	2020-03-23		Australia	Oceania	Oceania	External	ncov		Victoria		
MT372481	2020-03-20		Malaysia	Asia	Asia	External	ncov				
MT372480	2020-03-18		Malaysia	Asia	Asia	External	ncov				
MT451874	2020-04-24		India	Asia	Asia	External	ncov		Surat		
MT450974	2020-03-13		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451697	2020-04-01		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451653	2020-03-27		Australia	Oceania	Oceania	External	ncov		Victoria		
MT459987	2020-03-20		Guam	South America	South America	External	ncov				
MT451130	2020-03-21		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451326	2020-03-27		Australia	Oceania	Oceania	External	ncov		Victoria		
MT450957	2020-03-11		Australia	Oceania	Oceania	External	ncov		Victoria		
MT252700	2020-03-13		USA	WA	North America	External	ncov		Washington		
MT451460	2020-03-28		Australia	Oceania	Oceania	External	ncov		Victoria		
MT385486	2020-04-08		USA	North America	North America	External	ncov		California		
MT451083	2020-03-19		Australia	Oceania	Oceania	External	ncov		Victoria		
MT459986	2020-03-24		Guam	South America	South America	External	ncov				
MT451537	2020-03-18		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451535	2020-03-20		Australia	Oceania	Oceania	External	ncov		Victoria		
MT457403	2020-03-25		India	Asia	Asia	External	ncov		Hyderabad		
MT451878	2020-04-27		India	Asia	Asia	External	ncov		Surat		
MT451880	2020-04-26		India	Asia	Asia	External	ncov		Surat		
MT451539	2020-03-20		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451540	2020-03-20		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451378	2020-03-23		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451638	2020-03-25		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451280	2020-03-24		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451475	2020-03-27		Australia	Oceania	Oceania	External	ncov		Victoria		
MT276331	2020-02-29		USA	North America	North America	External	ncov		Texas		
MT159712	2020-02-25		USA	North America	North America	External	ncov				
LC534418	2020-02-14		Japan	Asia	Asia	External	ncov				
MT114419	2020-01-29		Hong Kong	Asia	Asia	External	ncov				
MT114418	2020-01-27		Hong Kong	Asia	Asia	External	ncov				
MT304489	2020-02-29		USA	North America	North America	External	ncov		Texas		
MT184913	2020-02-24		USA	North America	North America	External	ncov				
MT184912	2020-02-17		USA	North America	North America	External	ncov				
MT281577	2020-03-10		China	Asia	Asia	External	ncov		Anhui		
MT077125	2020-01-31		Italy	Europe	Europe	External	ncov				
MT292572	2020-03-10		Spain	Europe	Europe	External	ncov				
MT451055	2020-03-17		Australia	Oceania	Oceania	External	ncov		Victoria		
MT434785	2020-03-17		USA	NY	North America	External	ncov		New York		
MT451096	2020-03-19		Australia	Oceania	Oceania	External	ncov		Victoria		
MT276325	2020-02-27		USA	WA	North America	External	ncov		Washington		
MT304474	2020-02-27		South Korea	Asia	Asia	External	ncov				
MT304476	2020-02-29		South Korea	Asia	Asia	External	ncov				
MT304475	2020-02-29		South Korea	Asia	Asia	External	ncov				
MT451360	2020-03-24		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451272	2020-03-23		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451049	2020-03-17		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451498	2020-03-27		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451735	2020-04-06		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451671	2020-03-30		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451760	2020-04-08		Australia	Oceania	Oceania	External	ncov		Victoria		
MT163716	2020-02-27		USA	WA	North America	External	ncov		Washington		
MT326091	2020-03-16		USA	North America	North America	External	ncov				
MT345832	2020-03-25		USA	WA	North America	External	ncov		Washington		
MT358709	2020-03-26		USA	North America	North America	External	ncov		Idaho		
MT259267	2020-03-14		USA	WA	North America	External	ncov		Washington		
MT358693	2020-03-25		USA	North America	North America	External	ncov		Connecticut		
MT370922	2020-03-22		USA	NY	North America	External	ncov		New York		
MT451763	2020-04-08		Australia	Oceania	Oceania	External	ncov		Victoria		
MT450970	2020-03-12		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451082	2020-03-19		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451276	2020-03-23		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451079	2020-03-18		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451522	2020-03-30		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451524	2020-03-30		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451123	2020-03-20		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451570	2020-03-28		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451176	2020-03-22		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451235	2020-03-20		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451233	2020-03-20		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451197	2020-03-23		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451659	2020-03-27		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451657	2020-03-27		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451218	2020-03-24		Australia	Oceania	Oceania	External	ncov		Victoria		
MT304487	2020-03-01		USA	North America	North America	External	ncov		Oregon		
MT276328	2020-02-27		USA	North America	North America	External	ncov		Oregon		
MT263404	2020-03-24		USA	WA	North America	External	ncov		Washington		
MT259285	2020-03-15		USA	WA	North America	External	ncov		Washington		
MT326149	2020-03-21		USA	North America	North America	External	ncov				
MT459850	2020-03-10		Greece	Europe	Europe	External	ncov		Athens		
MT451072	2020-03-18		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451350	2020-03-23		Australia	Oceania	Oceania	External	ncov		Victoria		
MT444527	2020-03-17		USA	North America	North America	External	ncov				
MT370903	2020-03-17		USA	NY	North America	External	ncov		New York		
MT370852	2020-03-17		USA	NY	North America	External	ncov		New York		
MT370866	2020-03-17		USA	NY	North America	External	ncov		New York		
MT450990	2020-03-14		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451220	2020-03-17		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451219	2020-03-17		Australia	Oceania	Oceania	External	ncov		Victoria		
MT450991	2020-03-14		Australia	Oceania	Oceania	External	ncov		Victoria		
MT450989	2020-03-14		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451050	2020-03-17		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451193	2020-03-23		Australia	Oceania	Oceania	External	ncov		Victoria		
MT450992	2020-03-14		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451191	2020-03-23		Australia	Oceania	Oceania	External	ncov		Victoria		
MT325597	2020-03-09		USA	North America	North America	External	ncov		Nevada		
MT451104	2020-03-19		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451119	2020-03-20		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451074	2020-03-18		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451075	2020-03-18		Australia	Oceania	Oceania	External	ncov		Victoria		
MT459918	2020-03-10		Greece	Europe	Europe	External	ncov		Athens		
MT459889	2020-03-12		Greece	Europe	Europe	External	ncov		Athens		
MT459883	2020-03-16		Greece	Europe	Europe	External	ncov		Athens		
MT459894	2020-03-19		Greece	Europe	Europe	External	ncov		Athens		
MT451392	2020-03-25		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451488	2020-03-28		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451481	2020-03-28		Australia	Oceania	Oceania	External	ncov		Victoria		
MT450936	2020-03-09		Australia	Oceania	Oceania	External	ncov		Victoria		
MT450962	2020-03-12		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451025	2020-03-19		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451034	2020-03-20		Australia	Oceania	Oceania	External	ncov		Victoria		
MT450933	2020-03-07		Australia	Oceania	Oceania	External	ncov		Victoria		
MT450938	2020-03-09		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451646	2020-03-26		Australia	Oceania	Oceania	External	ncov		Victoria		
MT459837	2020-03-29		Greece	Europe	Europe	External	ncov		Athens		
MT459924	2020-04-01		Greece	Europe	Europe	External	ncov		Athens		
MT459844	2020-03-23		Greece	Europe	Europe	External	ncov		Athens		
MT451552	2020-03-31		Australia	Oceania	Oceania	External	ncov		Victoria		
MT450998	2020-03-15		Australia	Oceania	Oceania	External	ncov		Victoria		
MT450997	2020-03-15		Australia	Oceania	Oceania	External	ncov		Victoria		
MT326114	2020-03-20		USA	North America	North America	External	ncov				
MT451088	2020-03-19		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451089	2020-03-19		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451382	2020-03-25		Australia	Oceania	Oceania	External	ncov		Victoria		
MT459862	2020-03-19		Greece	Europe	Europe	External	ncov		Athens		
MT459847	2020-04-04		Greece	Europe	Europe	External	ncov		Athens		
MA_MGH_00569	2020-03-22		USA	MA	North America	Broad	ncov		Massachusetts		
MT325566	2020-03-05		USA	North America	North America	External	ncov		Florida		
MT459923	2020-03-27		Greece	Europe	Europe	External	ncov		Athens		
MT350282	2020-03-18		Brazil	South America	South America	External	ncov				
MT459865	2020-03-12		Greece	Europe	Europe	External	ncov		Athens		
MT459899	2020-03-07		Greece	Europe	Europe	External	ncov		Athens		
MT246454	2020-03-12		USA	WA	North America	External	ncov		Washington		
MT412296	2020-04-01		USA	WA	North America	External	ncov		Washington		
MT434807	2020-03-09		USA	NY	North America	External	ncov		New York		
MT371050	2020-03-31		Sri Lanka	Asia	Asia	External	ncov				
MT325634	2020-03-05		USA	MA	North America	External	ncov		Massachusetts		
MT451132	2020-03-21		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451109	2020-03-20		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451164	2020-03-22		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451603	2020-04-05		Australia	Oceania	Oceania	External	ncov		Victoria		
MT434787	2020-03-09		USA	NY	North America	External	ncov		New York		
MT434783	2020-03-09		USA	NY	North America	External	ncov		New York		
MT434814	2020-03-09		USA	NY	North America	External	ncov		New York		
MT434784	2020-03-09		USA	NY	North America	External	ncov		New York		
MT370971	2020-03-20		USA	NY	North America	External	ncov		New York		
MT370980	2020-03-20		USA	NY	North America	External	ncov		New York		
MT370973	2020-03-20		USA	NY	North America	External	ncov		New York		
MT447167	2020-03-11		Thailand	Asia	Asia	External	ncov				
MT451214	2020-03-24		Australia	Oceania	Oceania	External	ncov		Victoria		
MT450934	2020-03-08		Australia	Oceania	Oceania	External	ncov		Victoria		
MT450940	2020-03-10		Australia	Oceania	Oceania	External	ncov		Victoria		
MT252772	2020-03-11		USA	WA	North America	External	ncov		Washington		
MT451030	2020-03-19		Australia	Oceania	Oceania	External	ncov		Victoria		
MA_MGH_00209	2020-03-26		USA	MA	North America	Broad	ncov		New Hampshire		
MA_MGH_00528	2020-03-18		USA	MA	North America	Broad	ncov		Massachusetts		
MT451029	2020-03-19		Australia	Oceania	Oceania	External	ncov		Victoria		
MT252717	2020-03-14		USA	WA	North America	External	ncov		Washington		
MT450951	2020-03-10		Australia	Oceania	Oceania	External	ncov		Victoria		
MT126808	2020-02-28		Brazil	South America	South America	External	ncov				
MT451467	2020-03-27		Australia	Oceania	Oceania	External	ncov		Victoria		
MT450993	2020-03-14		Australia	Oceania	Oceania	External	ncov		Victoria		
MT450927	2020-03-16		Australia	Oceania	Oceania	External	ncov		Victoria		
MT450926	2020-03-15		Australia	Oceania	Oceania	External	ncov		Victoria		
MT370888	2020-03-17		USA	NY	North America	External	ncov		New York		
MT258377	2020-03-18		USA	North America	North America	External	ncov		California		
MT374105	2020-03-13		Taiwan	Asia	Asia	External	ncov				
MT450984	2020-03-13		Australia	Oceania	Oceania	External	ncov		Victoria		
MT450994	2020-03-14		Australia	Oceania	Oceania	External	ncov		Victoria		
MT459860	2020-03-16		Greece	Europe	Europe	External	ncov		Athens		
MT370909	2020-03-17		USA	NY	North America	External	ncov		New York		
MT451056	2020-03-17		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451461	2020-03-27		Australia	Oceania	Oceania	External	ncov		Victoria		
MT451323	2020-03-25		Australia	Oceania	Oceania	External	ncov		Victoria		
MT370957	2020-03-18		USA	NY	North America	External	ncov		New York		
MT326117	2020-03-20		USA	North America	North America	External	ncov				
MT291836	2020-01-29	19B	China	Asia	Asia	External	ncov		Beijing		
MT123292	2020-01-27	19B	China	Asia	Asia	External	ncov		Guangzhou		
LR757995	2019-12-26	19B	China	Asia	Asia	External	ncov		Wuhan		
MT291826	2019-12-30	19B	China	Asia	Asia	External	ncov		Wuhan		
MT049951	2020-01-17	19B	China	Asia	Asia	External	ncov		Yunnan		
MN997409	2020-01-22	19B	USA	North America	North America	External	ncov		Arizona		
MT106054	2020-02-11	19B	USA	North America	North America	External	ncov		Texas		
MN975262	2020-01-11	19B	China	Asia	Asia	External	ncov				
MT291831	2020-01-24	19B	China	Asia	Asia	External	ncov		Beijing		
MN938384	2020-01-10	19B	China	Asia	Asia	External	ncov		Shenzhen		
MT447162	2020-02-07	19B	Thailand	Asia	Asia	External	ncov				
MT447158	2020-01-25	19B	Thailand	Asia	Asia	External	ncov				
MT447163	2020-02-22	19B	Thailand	Asia	Asia	External	ncov				
MT447165	2020-02-25	19B	Thailand	Asia	Asia	External	ncov				
MT447164	2020-02-25	19B	Thailand	Asia	Asia	External	ncov				
MT447170	2020-03-13	19B	Thailand	Asia	Asia	External	ncov				
MT447166	2020-01-23	19B	Thailand	Asia	Asia	External	ncov				
MT447169	2020-03-12	19B	Thailand	Asia	Asia	External	ncov				
MT447171	2020-03-16	19B	Thailand	Asia	Asia	External	ncov				
MT447173	2020-03-18	19B	Thailand	Asia	Asia	External	ncov				
MT447174	2020-03-01	19B	Thailand	Asia	Asia	External	ncov				
